n,|A|,|B|,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,D_ktaub,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
10,3,2,3,30,0,189,13,2,1,69,0,0,0
10,3,2,9,37,1,5544,26,2,3,73,0,0,3
10,3,2,1,45,0,82,10,2,1,71,0,0,1
10,3,2,3,33,0,4580,27,2,1,73,0,0,0
10,3,2,1,38,0,4104,24,2,2,67,0,0,1
10,3,2,3,32,0,40220,33,2,3,68,0,0,3
10,3,2,6,37,0,1184,19,2,2,68,0,0,0
10,3,2,6,40,0,3353,23,2,1,82,0,0,0
10,3,2,2,39,0,3070,24,2,2,79,0,0,0
10,3,2,1,27,0,795,18,2,1,53,0,0,0
10,3,2,3,36,0,5960,26,2,6,70,0,0,0
10,3,2,1,37,0,3132,22,2,2,77,0,0,0
10,3,2,1,30,0,7326,27,2,1,68,0,0,0
10,3,2,4,39,0,124,10,2,1,75,0,0,0
10,3,2,1,39,0,8145,29,2,3,75,0,0,0
10,3,2,3,36,0,5048,26,2,5,67,0,0,2
10,3,2,1,43,0,4800,27,2,1,80,0,0,0
10,3,2,1,34,0,5634,29,2,1,81,0,0,0
10,3,2,1,40,0,4410,25,2,4,74,0,0,1
10,3,2,7,33,0,762,17,2,1,66,0,0,0
10,3,2,1,34,0,7240,29,2,1,71,0,0,0
10,3,2,1,33,0,1200,22,2,1,62,0,0,0
10,3,2,5,45,0,1452,23,2,2,77,0,0,0
10,3,2,1,36,0,84,13,2,1,55,0,0,1
10,3,2,3,49,0,991,21,2,6,81,0,0,1
10,3,2,1,32,1,6573,30,2,1,76,0,0,0
10,3,2,3,31,0,808,17,2,2,55,0,0,0
10,3,2,3,33,0,7392,28,2,1,65,0,0,1
10,3,2,1,34,0,992,19,2,2,76,0,0,0
10,3,2,27,40,0,6464,26,2,4,72,0,0,1
10,3,2,1,30,0,3188,25,2,5,69,0,0,0
10,3,2,1,21,0,5520,29,2,2,66,0,0,1
10,3,2,1,28,0,8000,27,2,1,66,0,0,0
10,3,2,3,39,0,8760,28,2,3,78,0,0,0
10,3,2,1,44,0,561,17,2,1,75,0,0,0
10,3,2,3,24,0,810,19,2,1,58,0,0,0
10,3,2,1,38,0,1920,21,2,1,73,0,0,0
10,3,2,3,36,0,418,16,2,2,61,0,0,1
10,3,2,3,38,0,740,24,2,1,75,0,0,0
10,3,2,1,32,0,1796,24,2,1,76,0,0,0
10,3,2,1,13,0,924,21,2,1,53,0,0,0
10,3,2,1,33,0,2952,22,2,1,81,0,0,0
10,3,2,15,26,0,2700,24,2,3,58,0,0,0
10,3,2,2,43,0,3088,24,2,1,94,0,0,0
10,3,2,5,42,0,408,18,2,1,73,0,0,1
10,3,2,1,33,0,4200,29,2,1,74,0,0,0
10,3,2,3,27,0,4446,25,2,2,84,0,0,0
10,3,2,9,34,0,7540,27,2,1,68,0,0,1
10,3,2,1,39,0,5460,25,2,1,73,0,0,0
10,3,2,3,41,0,1170,19,2,3,65,0,0,1
10,3,2,1,41,0,3840,23,2,1,66,0,0,1
10,3,2,1,38,0,3360,25,2,1,75,0,0,0
10,3,2,1,29,0,3740,25,2,1,74,0,0,0
10,3,2,1,33,0,5360,26,2,3,71,0,0,0
10,3,2,10,46,0,12208,31,2,3,78,0,0,3
10,3,2,5,32,0,6196,27,2,4,66,0,0,2
10,3,2,1,38,0,92,10,2,1,67,0,0,0
10,3,2,1,29,0,31026,33,2,2,71,0,0,0
10,3,2,5,39,0,3696,22,2,5,75,0,0,2
10,3,2,9,49,0,1258,22,2,1,81,0,0,0
10,3,2,3,20,0,1368,21,2,2,46,0,0,0
10,3,2,1,22,0,5518,28,2,3,57,0,0,0
10,3,2,3,27,0,3384,22,2,3,72,0,0,0
10,3,2,3,33,0,7866,30,2,1,82,0,0,0
10,3,2,1,32,0,320,15,2,1,70,0,0,0
10,3,2,1,42,0,16560,33,2,8,85,0,0,0
10,3,2,3,30,0,184,12,2,1,59,0,0,0
10,3,2,1,39,0,15840,30,2,3,78,0,0,0
10,3,2,2,33,0,503,17,2,3,66,0,0,0
10,3,2,1,31,0,1456,20,2,5,58,0,0,2
10,3,2,1,42,0,1063,20,2,4,91,0,0,0
10,3,2,1,25,0,3927,23,2,1,77,0,0,0
10,3,2,1,21,0,1134,18,2,1,81,0,0,0
10,3,2,1,31,0,7042,28,2,15,77,0,0,1
10,3,2,9,43,0,2112,21,2,1,81,0,0,0
10,3,2,1,38,0,3316,26,2,2,77,0,0,0
10,3,2,1,37,0,3726,26,2,1,64,0,0,1
10,3,2,4,46,0,9280,28,2,1,88,1,0,0
10,3,2,1,36,0,4160,24,2,4,77,0,0,0
10,3,2,1,33,0,360,17,2,1,59,0,0,0
10,3,2,1,35,0,1952,23,2,3,67,0,0,0
10,3,2,5,39,0,4998,28,2,1,75,0,0,0
10,3,2,1,24,0,640,20,2,1,71,0,0,0
10,3,2,9,36,0,10080,25,2,1,84,0,0,0
10,3,2,3,31,0,7020,25,2,5,81,0,0,0
10,3,2,1,23,0,3564,25,2,1,52,0,0,1
10,3,2,1,27,0,1552,19,2,1,66,0,0,0
10,3,2,1,33,0,1008,21,2,1,69,0,0,0
10,3,2,2,34,0,259,14,2,1,66,0,0,0
10,3,2,1,31,0,244,12,2,1,63,0,0,0
10,3,2,5,36,0,4080,23,2,4,62,0,0,0
10,3,2,2,32,0,24740,31,2,2,70,0,0,0
10,3,2,3,35,0,384,14,2,7,75,0,0,0
10,3,2,5,29,0,1824,23,2,2,59,0,0,0
10,3,2,1,21,0,3376,21,2,1,76,0,0,0
10,3,2,2,35,0,244,16,2,3,66,0,0,0
10,3,2,1,36,0,1144,20,2,1,70,0,0,1
10,3,2,3,44,0,1612,23,2,9,71,0,0,6
10,3,2,3,41,0,368,15,2,1,71,0,0,0
10,3,2,1,28,0,978,18,2,1,67,0,0,0
